nombre, direccion,ruc,representante_dni,telefono
Consolidated Freightways Corp.,Kunza Extension 112,20482423151,37478025,971553323
Millennium Chemicals Inc.,Jibmu Junction 271,20338432239,69760308,6191195
Viacom Inc,Milja Turnpike 938,10285731877,52023697,4942575
The Allstate Corporation,Cedhis Grove 595,10498932641,59396367,4325981
Spartan Stores Inc,Pimrip Drive 603,10924462853,14974655,918678658
Cablevision Systems Corp,Itwi Point 936,20285333958,62683759,953159343
Commercial Metals Co.,Bemoc Circle 407,10266296934,26005692,995954629
ServiceMaster Co,Vulak Ridge 180,10722754587,81399549,3168433
CenturyTel Inc.,Guzgo Point 925,20562211792,75985246,989798555
K-Mart Corp.,Dedta Square 492,20831289212,43901619,6138719
Sequa Corp,Kahveh Road 109,20392498957,97289087,941295645
Qwest Communications Intl Inc,Bemor Pass 675,10755622862,77877899,939233217
Cabot Corp,Sevhob Mill 802,20146391442,13376363,5716695
Temple-Inland Inc,Coju Lane 511,10874376819,74840449,946227875
URS Corporation,Ogcu Highway 213,10962628441,32645649,5133893
Dial Corporation,Cunol Pass 388,10283827353,18927055,988595264
Lexmark International Inc.,Heski Court 683,20374649732,12151197,2357836
FleetBoston Financial Co.,Femo Glen 602,20676982744,74046242,5361137
Lowe's Companies Inc.,Tojen Extension 779,10946152343,31732627,3414883
Wm Wrigley Jr Company,Mepi Pass 742,10177645514,10206701,941383893
Ferro Corp.,Subid Glen 101,10581817557,57105701,951492587
Dow Chemical Company,Laptac Glen 389,10446224834,65747708,4424235
TECO Energy Inc,Bapug Center 561,10369694342,14955162,953363724
Regis Corporation,Rohi Highway 632,10159791323,68765962,944854336
International Paper Co.,None Way 245,20325444879,45627921,6948667
"Beverly Enterprises, Inc.",Zuecu View 289,10864474248,13610777,5217116
Comverse Technology Inc.,Uvezu Terrace 088,10513785367,24515643,983531613
BJ Services Company,Vawes Highway 572,20877992968,92020921,4293839
Science Applications Intl. Inc.,Buuku Ridge 500,10687386683,58580657,2323352
Ross Stores Inc,Buckoh Heights 056,10891122597,62429903,6555793
York International Corp,Inufic Pass 060,10511326137,97276447,932482752
"American International Group, Inc.",Cota Turnpike 377,10942339572,95897501,965194699
Veritas Software Corporation,Esgip Boulevard 000,10617465474,98946343,996691528
Western Gas Resources Inc,Funuw Glen 113,10234528957,86556191,942494738
Providian Financial Corp.,Vawo Terrace 376,10628251761,46702292,979956664
Reliant Energy Inc.,Coim Mill 555,10888569846,51503094,958466324
Georgia Gulf Corporation,Ozuje Road 608,20188853475,86867522,998211728
Flowserv Corp,Lewa Plaza 811,20391158545,12374171,3538256
Flowers Foods Inc.,Aduzi Court 272,10361749284,81716385,6234766
Valero Energy Corporation,Damho Road 717,20178135488,36250817,3757799
Pfizer Inc,Butad Pass 982,10729239694,45114241,958579325
The AES Corporation,Lemga Square 007,10329383684,90937686,5617548
"Arrow Electronics, Inc.",Jola Key 531,10287866542,04393711,933878469
Hovnanian Enterprises Inc.,Wimjuj Pass 560,10841518269,83408020,952861416
Radio Shack Corporation,Duov Mill 673,10878277823,78629777,4425345
The AES Corporation,Lutige Glen 130,10141918521,65805864,951884788
Ceridian Corp.,Veuhi Square 848,20131683713,28297270,982531213
"Banknorth Group, Inc.",Iwlig Trail 470,10671471582,83407172,5639137
Simon Property Group Inc,Hoter Path 971,10983879656,05654819,3719979
Golden West Financial Corporation,Tova Avenue 007,20665324246,80039037,954966717
Express Scripts Inc.,Wojfok Court 135,10834494326,82681380,934197948
Atmos Energy Corporation,Vuor Center 166,10414131967,50216924,969643414
Trinity Industries Inc,Domu Park 643,20839223379,47707763,3615798
ExxonMobil Corporation,Ubva Square 898,20297566939,59862339,5159173
Worthington Industries Inc,Lohziw Key 148,10499148617,22134829,933114171
MGIC Investment Corporation,Rokun Place 601,10319431657,60858732,996475252
"Apple Computer, Inc.",Asvu Point 821,10939424275,92137586,3781663
Constellation Emergy Group Inc.,Helen Trail 787,20363546487,04838935,6137638
Coca-Cola Co.,Dohhoj Junction 590,10914635544,40102007,949314356
Coca-Cola Co.,Getbe Grove 998,10589649521,63335563,913964613
Texas Industries Inc.,Zelol Mill 568,10552224917,04354222,939211833
WorldCom Inc,Ikjo Square 427,10525947134,04993179,5147547
Lam Research Corporation,Uwade Terrace 138,10814378256,28008128,2538781
CH2M Hill Cos. Ltd.,Sabifi Center 678,20935825536,27658280,974412591
Tenet Healthcare Corporation,Izecah Circle 575,10624689992,28637199,975247856
Stanley Works,Ijbe Trail 396,10955148983,63351738,5457778
RGS Energy Group Inc,Umahe Terrace 683,10185533616,93438798,5871379
Revlon Inc,Imjuk Way 612,10846682291,98105278,975919822
"Earthlink, Inc.",Dikon Manor 982,20991316966,56407238,985118421
Ashland Inc.,Weiho Key 194,10448999263,67145939,952385752
Express Scripts Inc.,Golit Path 632,10621815887,70496230,5244749
Frontier Oil Corp,Feto Terrace 056,10596685523,91687940,4443163
United Auto Group Inc,Leati Road 705,10181692616,78461139,3877426
"Beverly Enterprises, Inc.",Elega Mill 627,20565474835,33868817,2882421
Adelphia Communications Corporation,Zorod Avenue 482,10199588276,64738700,2172389
Ingles Market Inc,Fewer Way 932,20224623595,98347943,961724836
Trans World Entertainment Corp.,Echo Parkway 665,20951313263,14748011,5793457
John Hancock Financial Services Inc.,Banol Plaza 593,10591756431,44424211,5498399
Coca-Cola Enterprises Inc.,Curpe Ridge 568,10135596546,11207369,4185474
National City Corp.,Cehi Heights 432,10583883259,26396205,934398981
Ceridian Corp.,Iwifoh Loop 610,10931946389,20231730,937362285
BellSouth Corporation,Gati Path 729,20266786622,73559448,994511125
GreenPoint Financial Corp.,Dator Ridge 184,20334933342,25926170,4798599
The McGraw-Hill Companies Inc.,Boej Path 534,20335936753,37746671,5354897
Bank of America Corporation,Poka Avenue 649,20124195929,52477828,924325956
Phoenix Companies Inc,Dike Point 064,10586641389,91880900,4299366
Sun Microsystems Inc.,Zejak Extension 666,20991359228,64584543,3839124
Perot Systems Corp,Leelu Heights 000,10999179681,07657856,4877354
Sonoco Products Co.,Gidkit Plaza 901,20358859476,04207611,981539516
Toro Company,Vuro Pass 733,10453313376,63754827,937644555
Kohl's Corp.,Cuaw Ridge 332,10354281535,74856811,949257489
Casey's General Stores Inc.,Henki Mill 641,10481758824,20458719,991958654
Cendant Corp,Daco Street 169,10888388924,98995216,995237117
"Dow Jones & Company, Inc.",Zihma Loop 475,20195114362,96210405,939639448
Old Republic International Corp.,Kokzew Highway 464,10314173697,97992779,5372954
Mariner Health Care Inc.,Kacis Street 740,20191242851,78490875,4114997
Danaher Corporation,Lajat Lane 180,10366224329,31550776,4773992
"D&K Healthcare Resources, Inc.",Loojo Court 411,10523282478,08532261,929613371
Honeywell International Inc.,Fedmow Avenue 118,20572843971,51452936,4387822
The Neiman Marcus Group Inc.,Zimeg Manor 689,20637427531,28097985,3178376
Ryerson Tull Inc,Casej Trail 929,20217779562,20921427,3181434
Nordstrom Inc,Ojeuse Court 500,10822363931,55306487,934365858
Ohio Casualty Corp.,Dohe Junction 734,10535422328,27789329,974646654
Nash Finch Company,Cezu Point 487,20361691229,08433695,3923759
Dana Corporation,Bemi Parkway 857,20678168215,74001116,6763856
Aetna Inc.,Jiskik Lane 556,20292744176,64521071,3588389
Lam Research Corporation,Zerwag Pass 929,10673535182,99914534,2191241
TravelCenters of America Inc.,Nokali Plaza 970,10228931152,42277712,955345835
Foamex International Inc,Haral Parkway 591,10771755147,94919960,5726161
Cardinal Health Inc.,Dakta Lane 178,10436227479,36926439,973166276
Owens & Minor Inc.,Towlim Lane 417,20941578446,21007337,985857695
General Electric Company,Hewi View 288,10422711488,44394881,945265833
Knight-Ridder Inc.,Saltip Loop 230,20533196365,56541411,4195638
Alleghany Corporation,Ekeob Ridge 563,20851761593,76176826,3286422
PeopleSoft Inc,Raav Junction 026,20392732612,43374194,4612142
Noble Energy Inc,Purtoj Heights 206,20778432557,03475828,2237359
Devon Energy Corporation,Uvude Terrace 019,10353975666,65083419,4977784
Praxair Inc,Huvej Highway 398,10917162446,73138140,4491345
Texas Instruments Incorporated,Jevhe Park 472,10789366774,48531612,5297464
Nash Finch Company,Wesli Street 993,10594243458,91633687,956937319
MeadWestvaco Corporation,Tobmem Center 428,10587145948,28601312,3888564
"Agilent Technologies, Inc.",Werfo Point 257,10111219483,32270053,6858497
Rent A Center Inc,Veoga Grove 323,10726494613,51715691,924447628
Tecumseh Products Company,Humigo Extension 304,20817591448,92651491,6414174
Polo Ralph Lauren Corp,Cuozu River 527,10984796488,61182376,3361738
Xcel Energy Inc,Udji Square 563,20671632266,87374008,986477387
Grey Global Group Inc.,Waje Path 383,20883642178,16045632,6557478
Ceridian Corp.,Uspav Pass 719,10274643439,46162389,955349126
Systemax Inc.,Melkuc Drive 380,10832419842,66614642,6176491
Whirlpool Corporation,Jecuzu Court 940,10563873753,79323131,962261814
Willamette Industries Inc.,Pabku Plaza 087,20148878331,61166577,964753899
Valero Energy Corporation,Ektu Terrace 499,20413595795,40891905,3625195
American Standard Companies Inc.,Pebugi Parkway 219,10616335256,76523246,992614566
R.J. Reynolds Tobacco Company,Wevo Highway 512,20512686393,53406011,954792558
BJ Services Company,Zuol Key 749,10425328929,88673853,2562272
Charming Shoppes Inc.,Gilhi Ridge 518,10393492133,14788475,2362491
OGE Energy Corp,Horeru Drive 269,10165868335,32034291,4251462
3Com Corp,Pera Park 054,10879859575,30668457,982377942
Ashland Inc.,Uzkan Drive 541,20361846618,09223955,947553465
Sports Authority Inc,Tuhbi Mill 528,20434696854,97057279,984398633
Louisiana-Pacific Corporation,Licke Glen 975,10176156581,18183045,2675788
3M Company,Togun Boulevard 547,20394586772,70747690,2269828
ExxonMobil Corporation,Gawaw Key 262,10597243657,91888067,987987946
"Big Lots, Inc.",Gudutu Key 392,20329827928,95178780,6194932
Synovus Financial Corp.,Amgos Ridge 744,20585898319,22443159,3294886
"Amkor Technology, Inc.",Canaj Drive 526,10697438746,38531417,4335362
Simon Property Group Inc,Ofreg Square 798,10113842894,10922738,5437348
Liz Claiborne Inc.,Lipoca Heights 158,20336658472,72178469,919328679
Baker Hughes Incorporated,Nuzcim Center 587,20429811356,54826936,4599918
AMERCO,Tejbab Center 020,10459589462,20635489,6464277
Rock-Tenn Co,Lozar Manor 453,10572498776,17928161,5299157
Werner Enterprises Inc,Jided Turnpike 816,20276411624,00723921,999633731
Greif Bros. Corporation,Gahos Parkway 583,10515894631,34264295,3321135
Interpublic Group of Companies Inc.,Kujhel Heights 482,10778725365,53214737,5694847
York International Corp,Gezses Glen 812,10222223685,96342941,6674655
Cooper Tire & Rubber Co.,Cibna Heights 728,10186349777,72197663,5736243
Cigna Corp,Ezoteg River 616,20228575139,12793457,945763254
Safeguard Scientifics Inc.,Elohi Extension 801,20557423736,50326372,3116853
Teleflex Incorporated,Idav Turnpike 714,20269916333,44612530,947719272
Watsco Inc,Mivi Key 072,10583895661,80756753,5945495
Ingram Micro Inc.,Gemho Circle 350,20757566182,38466793,5891161
NSTAR,Gomve Heights 723,10764773185,13140486,982935338
J.B. Hunt Transport Services Inc.,Ahocog Grove 477,10931756136,03546906,987751314
Pennzoil-Quaker State Company,Tafko Circle 769,10273478859,37876486,3211661
EMC Corporation,Vota Extension 310,10871625462,14048253,982181471
"AutoZone, Inc.",Wulwi Key 938,20237334148,77011086,961345788
Cooper Cameron Corp.,Moun Place 378,10945574658,01238612,926846899
MasTec Inc.,Lodwep Grove 051,20526638272,34374552,2926235
KeyCorp,Fabum Trail 890,20668344725,70987021,924394266
Trump Hotels & Casino Resorts Inc.,Nirla Plaza 657,20196538326,48933423,4935974
Health Management Associates Inc.,Loug River 275,10878237336,18760106,5999526
UnumProvident Corporation,Nohoj Highway 641,20319381354,63804580,949971697
AGCO Corporation,Maso Path 796,20498398846,42587752,963781436
Halliburton Co.,Sokvo Pike 896,10215156152,73340057,958269923
Chiquita Brands International Inc.,Cohe Parkway 474,20232344185,04726376,989212463
Protective Life Corp,Fijub Key 559,10698669329,36151886,996474822
Constellation Emergy Group Inc.,Ihotu Street 827,20985534695,94555530,5248169
WGL Holdings Inc,Rijov Terrace 749,20662367393,60627292,953921729
TMP Worldwide Inc,Keuf Parkway 835,10983915738,44113475,972462946
"Best Buy Co., Inc.",Unciz Circle 668,20914848298,42998380,952466663
Nvidia Corp,Eranu View 915,10138727586,90668253,2939544
Pitney Bowes Inc.,Cojeh Lane 161,20644535468,31611892,3238948
Exelon Corporation,Vuzava Boulevard 762,20867777575,93803555,996523824
FMC Corp,Punkur Key 198,10159273334,15355339,5867566
"Administaff, Inc.",Fegwe Ridge 897,10783755426,77960648,928691373
Raytheon Company,Nugav Loop 424,10385455752,36385924,935734985
Stewart Information Services Corp,Setca Circle 213,20682527251,36544906,6467597
Convergys Corp.,Ocpom Center 093,20617976422,33819340,3223538
American Standard Companies Inc.,Avbom Plaza 795,10738177954,18548496,6279685
Viad Corp,Tulap Mill 097,10894899621,39844739,987362241
Commercial Metals Co.,Ugci Heights 853,10642513476,78408877,952248657
Safeway Inc,Lasa Street 082,20465274469,52905082,4964574
W.W. Grainger Inc,Bovcef Center 529,20178571584,57010277,3185244
Ruddick Corp,Fovin Road 157,20499388316,29918499,987489952
Eli Lilly and Company,Evifo Pass 801,10258815651,41994999,6492826
"Gannett Co., Inc.",Edca Court 858,20445334793,73744011,968639548
Sabre Holdings Corp,Aluci Mill 094,10167791554,74280597,4473978
Trump Hotels & Casino Resorts Inc.,Doero Glen 692,20873796471,05578713,919762637
Walter Industries Inc,Tebik Trail 057,20567949817,52433646,932778569
Hewlett-Packard Company,Azdiz Turnpike 816,10748612827,81519561,942288653
The AES Corporation,Davsos Drive 257,10629799486,97177817,989679835
RPM Inc.,Bukmat Place 875,20152634247,99147048,3278676
Cintas Corp.,Paclir Heights 346,10478672199,87593531,945964114
Cox Communications Inc.,Guaha Highway 378,10756552946,79845205,998452342
Maytag Corporation,Okvud Extension 186,20898261512,50404537,2141578
Sports Authority Inc,Hejah View 217,10951138181,33070361,921623674
Casey's General Stores Inc.,Ufvut Lane 068,20259163712,37312624,6286239
Coca-Cola Enterprises Inc.,Tivzuh Trail 254,20443931346,39725802,2471847
AGCO Corporation,Jivo Turnpike 223,10966522781,09208832,6633698
Georgia-Pacific Corporation,Hobji View 328,20993344127,38677958,5863812
"Brightpoint, Inc.",Orusiw Pass 504,10286331675,96174236,975694326
McLeodUSA Incorporated,Tobag Center 514,20215885618,68005234,996289416
Edison International,Cazun Point 612,10985374492,32952521,962761842
Scholastic Corp,Sablu Heights 147,20897438424,99261230,992227643
Bell Microproducts Inc.,Atoro Lane 104,10628739298,14939038,961174362
Pinnacle West Capital Corp,Helak Heights 205,10699212994,99736012,3756463
Paccar Inc,Jueko Boulevard 900,20213991554,82466408,4721179
Waste Management Inc,Mili View 643,10498561457,35659758,924566419
"Becton, Dickinson and Company",Zeslu Highway 260,20623823543,15111307,958479976
WorldCom Inc,Ruvu Mill 984,20453453667,72470332,4683646
Intuit Inc.,Ogwab Street 586,20897261593,61811713,956217495
URS Corporation,Hevit Trail 148,20378455866,95998655,976567358
"Pep Boys Manny, Moe & Jack",Fucab Grove 405,10538136691,91256677,4542571
PacifiCare Health Systems Inc,Rifcuv Trail 866,10242327274,53627786,3488925
BellSouth Corporation,Tovzo Court 984,20357934846,22885397,916111268
Supervalu Inc,Nojmer Court 827,20464548197,41174529,3859524
TMP Worldwide Inc,Vafzu Turnpike 674,10668654917,84954547,5768931
Markel Corporation,Kamod Drive 569,20112281739,14563946,979858591
UnitedHealth Group Incorporated,Nihu Terrace 037,10528738452,22408634,4913835
Motorola Inc.,Peteh Point 675,10271663182,95034263,976947422
Sherwin-Williams Company,Nigin View 331,10699757482,81471755,958672629
"Belk, Inc.",Levtef Heights 123,10331393277,89343337,3616586
"E*Trade Group, Inc.",Cirwev Key 402,10619449434,03802769,4577148
Gentiva Health Services Inc.,Repewi Road 789,10283835843,11161677,2685274
Ryland Group Inc.,Mago Junction 865,10925924914,34864140,4856681
BorgWarner Inc.,Isiciz Pike 328,10544155757,39338870,979578427
E.W. Scripps Company,Neuja Ridge 149,20198472663,93064205,929442863
EGL Inc.,Nemog Loop 918,20988825325,93152876,2114185
Pilgrim's Pride Corporation,Pefvo Ridge 214,20561828323,30392718,6773629
Great Lakes Chemical Corporation,Ticuh Pass 576,10777565537,20203519,4848542
Hasbro Inc.,Ubuper Lane 861,20627458744,12009722,5724497
H.J. Heinz Company,Zetev Turnpike 625,10521752391,89614407,992554144
Herman Miller Inc.,Erivi Terrace 197,20551388213,48731344,5616869
"D&K Healthcare Resources, Inc.",Codupi Glen 719,10557777595,38950408,926917623
"Barnes & Noble, Inc.",Munef Terrace 156,20755271338,25866810,4534363
CBRL Group Inc.,Izuosu Street 653,20547186489,81501986,2773333
